ID Key,Location,Department,Directorate,Cost Centre,Grade Name,FTE,End Date,Gender,Date of Birth,Pension Scheme,Termination Reason,Date Eligible for Retirement
1527,PL,Registration Services,Operations,1470,SEO,1,,F,14/01/1970,Alpha,,05/12/2036
1528,PL,Customer Resolution Team,Operations,1420,HEO,1,,M,06/05/1968,Alpha,,05/04/2035
1529,DM,Customer Support Centre,Operations,1430,EO,0.65,,F,17/01/1969,Alpha,,05/12/2035
1530,DM,Customer Support Centre,Operations,1430,EO,0.61,,F,07/03/1960,Alpha,,05/02/2026
1531,DM,Operations Directorate Planning,Operations,1443,SEO,1,,F,20/06/1967,Alpha,,05/05/2034
1532,DM,Registration Services,Operations,1470,SEO,1,,F,04/03/1970,Alpha,,05/01/2037
1533,DM,Registration Services,Operations,1470,HEO,1,,M,21/03/1966,Alpha,,05/02/2033
1534,BR,Registration Services,Operations,1470,EO,0.43,30/09/2019,F,30/09/1966,Alpha,RETIREMENT,05/08/2033
1535,BR,Registration Services,Operations,1470,HEO,1,,M,15/04/1969,Alpha,,05/03/2036
1536,BR,Registration Services,Operations,1470,SEO,1,,F,10/02/1969,Alpha,,05/01/2036
1537,BR,BR CT5,0,50,EO,0,31/05/2016,F,19/04/1957,Other,RETIREMENT,19/04/2017
1538,BR,Customer Resolution Team,Operations,1420,EO,0.76,,F,14/11/1964,Alpha,,05/10/2031
1539,BR,Customer Resolution Team,Operations,1420,EO,0.95,,F,29/12/1969,Alpha,,05/11/2036
1540,GL,Customer Resolution Team,Operations,1420,HEO,1,,F,03/12/1968,Alpha,,05/10/2035
1541,DM,DDAT Service Management,DDat,1827,EO,0.76,,M,15/01/1962,Alpha,,05/12/2028
1542,PB,Registration Services,Operations,1470,HEO,1,,M,10/03/1966,Alpha,,05/02/2033
1543,CV,Registration Services,Operations,1470,EO,1,,F,14/11/1968,Alpha,,05/10/2035
1544,CV,Registration Services,Operations,1470,HEO,0.43,,F,13/03/1967,Alpha,,05/02/2034
1545,CV,Registration Services Central Team,Operations,1472,SEO,1,,M,21/12/1962,Alpha,,05/11/2029
1546,CV,Registration Services,Operations,1470,EO,0.57,,F,28/12/1961,Alpha,,05/11/2028
1547,NM,DDAT Digital Product,DDat,1830,SEO+,1,,M,29/11/1966,Alpha,,05/10/2033
1548,NM,Registration Services,Operations,1470,HEO,1,,M,22/11/1965,Alpha,,05/10/2032
1549,NM,Registration Services,Operations,1470,EO,0.81,,F,31/01/1966,Alpha,,05/12/2032
1550,NM,Registration Services,Operations,1470,EO,0.65,30/05/2018,M,27/11/1963,Alpha,RETIREMENT,05/10/2030
1551,PL,Customer Resolution Team,Operations,1420,EO,0.81,,F,11/09/1968,Alpha,,05/08/2035
1552,PL,Land Charges,Operations,725,AO,0.81,,F,17/06/1967,Alpha,,05/05/2034
1553,PL,Registration Services,Operations,1470,AO,1,,M,08/09/1968,Alpha,,05/08/2035
1554,PL,DDAT Service Management,DDat,1827,SEO+,1,,M,27/09/1968,Alpha,,05/08/2035
1555,PL,Customer Resolution Team,Operations,1420,HEO,1,,F,23/07/1969,Alpha,,05/06/2036
1556,WA,Registration Services,Operations,1470,HEO,0.61,,M,20/04/1959,Alpha,,05/03/2025
1557,WA,Registration Services,Operations,1470,HEO,0.57,,F,26/07/1968,Alpha,,05/06/2035
1558,PL,DDAT Service Management,DDat,1827,HEO,1,,M,21/10/1961,Other,,21/10/2021
1559,WA,Registration Services,Operations,1470,EO,0.61,,F,08/11/1968,Alpha,,05/10/2035
1560,CR,Directorate Support,Legal Services,1562,EO,1,,F,14/04/1970,Alpha,,05/03/2037
1561,CR,Customer Resolution Team,Operations,1420,EO,1,,F,11/12/1961,Alpha,,05/11/2028
1562,PB,Registration Services,Operations,1470,EO,0.65,,F,11/04/1968,Alpha,,05/03/2035
1563,PB,Customer Resolution Team,Operations,1420,AO,1,,F,02/08/1967,Alpha,,05/06/2034
1564,PB,Registration Services,Operations,1470,EO,1,,F,24/07/1969,Alpha,,05/06/2036
1565,HL,Registration Services,Operations,1470,HEO,1,,M,07/10/1965,Alpha,,05/09/2032
1566,PB,Registration Services,Operations,1470,HEO,1,,M,07/05/1969,Alpha,,05/04/2036
1567,HL,Registration Services,Operations,1470,EO,0.95,,F,10/11/1968,Alpha,,05/10/2035
1568,HL,Registration Services,Operations,1470,HEO,0.43,,F,24/11/1967,Alpha,,05/10/2034
1569,HL,Registration Services,Operations,1470,EO,0.43,,F,11/02/1968,Alpha,,05/01/2035
1570,HL,Hull Office,0,225,EO,0,01/11/2015,F,02/11/1967,Alpha,RETIREMENT,05/09/2034
1571,HL,Registration Services,Operations,1470,HEO,1,,F,17/02/1965,Alpha,,05/01/2032
1572,HL,Registration Services,Operations,1470,HEO,0.65,31/07/2018,F,12/01/1968,Alpha,RESIGNATION,05/12/2034
1573,HL,Registration Services,Operations,1470,HEO,1,,F,12/04/1965,Alpha,,05/03/2032
1574,HL,Registration Services,Operations,1470,SEO,0.81,,F,31/05/1969,Alpha,,05/04/2036
1575,HL,Registration Services,Operations,1470,SEO,1,,M,03/06/1966,Alpha,,05/04/2033
1576,WY,Registration Services,Operations,1470,HEO,0.68,,F,06/12/1967,Alpha,,05/11/2034
1577,0,0,0,0,0,0,,F,23/04/1969,Other,,23/04/2029
1578,WY,Customer Resolution Team,Operations,1420,EO,0.54,,F,28/11/1968,Alpha,,05/10/2035
1579,WY,Registration Services,Operations,1470,HEO,1,,M,14/07/1968,Alpha,,05/06/2035
1580,WY,Registration Services,Operations,1470,HEO,1,30/11/2021,M,28/07/1966,Alpha,RETIREMENT,05/06/2033
1581,WY,Registration Services,Operations,1470,HEO,1,,M,01/02/1969,Alpha,,05/12/2035
1582,WY,Registration Services,Operations,1470,SEO,1,,F,16/11/1970,Alpha,,05/10/2037
1583,NM,Registration Services,Operations,1470,HEO,0.49,,F,27/01/1962,Alpha,,05/12/2028
1584,DM,Directorate Support,Legal Services,1562,HEO,0.81,,F,30/06/1966,Alpha,,05/05/2033
1585,DM,Customer Support Centre,Operations,1430,EO,0.45,,F,26/11/1968,Alpha,,05/10/2035
1586,DM,Customer Support Centre,Operations,1430,EO,1,,F,05/04/1970,Alpha,,05/02/2037
1587,DM,Customer Support Centre,Operations,1430,EO,1,,F,13/10/1969,Alpha,,05/09/2036
1588,DM,Registration Services,Operations,1470,HEO,1,,F,11/03/1970,Alpha,,05/02/2037
1589,DM,Directorate Support,Legal Services,1562,EO,1,,F,20/01/1970,Alpha,,05/12/2036
1590,DM,Customer Support Centre,Operations,1430,EO,0.81,,F,11/10/1969,Alpha,,05/09/2036
1591,DM,Registration Services,Operations,1470,EO,0.76,,F,28/07/1969,Alpha,,05/06/2036
1592,WA,Registration Services,Operations,1470,HEO,0.49,,M,08/07/1961,Alpha,,05/06/2028
1593,WA,Registration Services,Operations,1470,SEO,1,,M,26/10/1964,Alpha,,05/09/2031
1594,WA,Registration Services,Operations,1470,AO,1,,M,01/10/1959,Alpha,,05/08/2025
1595,WA,Registration Services,Operations,1470,HEO,1,,F,10/03/1966,Alpha,,05/02/2033
1596,WA,Registration Services,Operations,1470,EO,1,,F,04/11/1967,Alpha,,05/09/2034
1597,WA,Customer Support Centre,Operations,1430,EO,0.86,,F,25/07/1966,Alpha,,05/06/2033
1598,WA,Customer Support Centre,Operations,1430,EO,1,,M,03/05/1968,Alpha,,05/03/2035
1599,WA,Customer Support Centre,Operations,1430,EO,1,,F,11/01/1969,Alpha,,05/12/2035
1600,WA,Registration Services,Operations,1470,EO,1,,F,04/01/1969,Alpha,,05/11/2035
1601,GL,Registration Services,Operations,1470,HEO,0.69,,F,20/10/1966,Alpha,,05/09/2033
1602,GL,Registration Services,Operations,1470,EO,0.54,,F,02/04/1967,Alpha,,05/02/2034
1603,FY,Registration Services,Operations,1470,HEO,0.62,,F,28/06/1966,Alpha,,05/05/2033
1604,0,0,0,0,0,0,,M,26/10/1965,Alpha,,05/09/2032
1605,PL,DDAT Service Management,DDat,1827,EO,1,,F,13/05/1967,Alpha,,05/04/2034
1606,PL,Business Change,Transformation,7525,SEO,1,31/01/2019,F,28/10/1954,Alpha,RETIREMENT,05/09/2020
1607,PL,IS Service Delivery,0,1860,EO,0,30/06/2015,F,08/05/1955,Other,RETIREMENT,08/05/2015
1608,HL,Registration Services,Operations,1470,EO,0.8,,F,06/02/1963,Alpha,,05/01/2030
1609,PL,Plymouth Office,0,400,SEO,0,17/08/2015,F,20/04/1963,Other,RETIREMENT,20/04/2023
1610,HL,Registration Services,Operations,1470,HEO,0.65,,F,17/04/1966,Alpha,,05/03/2033
1611,NM,Registration Services,Operations,1470,HEO,1,,F,17/02/1967,Alpha,,05/01/2034
1612,NM,Registration Services,Operations,1470,EO,0.5,,F,02/09/1968,Alpha,,05/07/2035
1613,DM,Organisation and Employee Development,Human Resources,1239,SEO+,0.65,30/06/2020,F,24/01/1965,Alpha,RESIGNATION,05/12/2031
1614,WA,Registration Services,Operations,1470,SEO+,1,,F,10/08/1969,Alpha,,05/07/2036
1615,NM,Registration Services,Operations,1470,EO,0.45,,F,06/10/1966,Alpha,,05/09/2033
1616,DM,Customer Resolution Team,Operations,1420,EO,1,,F,08/03/1970,Alpha,,05/02/2037
1617,DM,Registration Services,Operations,1470,SEO,1,,M,28/05/1969,Alpha,,05/04/2036
1618,DM,Customer Support Centre,Operations,1430,HEO,1,,F,24/11/1968,Alpha,,05/10/2035
1619,DM,Directorate Support,Legal Services,1562,EO,1,,F,03/09/1968,Alpha,,05/07/2035
1620,DM,Registration Services,Operations,1470,SEO,1,,F,19/12/1968,Alpha,,05/11/2035
1621,DM,DM CT6,0,150,HEO,0,31/07/2016,F,27/06/1950,Other,RETIREMENT,27/06/2010
1622,DM,Registration Services,Operations,1470,EO,0.65,10/10/2021,F,07/10/1955,Alpha,RETIREMENT,05/09/2021
1623,DM,Registration Services,Operations,1470,HEO,0.65,,F,26/09/1963,Alpha,,05/08/2030
1624,DM,Registration Services,Operations,1470,EO,0.61,30/11/2021,F,06/07/1966,Alpha,TERMINATION,05/06/2033
1625,DM,Registration Services,Operations,1470,EO,0.88,,F,21/06/1970,Alpha,,05/05/2037
1626,TF,Customer Resolution Team,Operations,1420,EO,1,,M,20/08/1970,Alpha,,05/07/2037
1627,TF,Registration Services,Operations,1470,EO,0.65,,F,27/06/1969,Alpha,,05/05/2036
1628,WA,Customer Support Centre,Operations,1430,EO,0.57,05/05/2020,F,06/05/1960,Alpha,RETIREMENT,05/06/2026
1629,TF,Registration Services,Operations,1470,HEO,0.49,,F,15/01/1969,Alpha,,05/12/2035
1630,TF,Registration Services,Operations,1470,HEO,0.49,,F,03/01/1969,Alpha,,05/11/2035
1631,TF,Registration Services,Operations,1470,SEO,1,,F,29/01/1968,Alpha,,05/12/2034
1632,TF,Registration Services,Operations,1470,EO,1,,F,13/10/1966,Alpha,,05/09/2033
1633,BR,Registration Services,Operations,1470,EO,0.59,30/09/2019,F,18/03/1966,Alpha,RESIGNATION,05/02/2033
1634,BR,Registration Services,Operations,1470,HEO,0.81,,F,25/06/1969,Alpha,,05/05/2036
1635,BR,Registration Services,Operations,1470,HEO,1,,F,14/05/1969,Alpha,,05/04/2036
1636,BR,Registration Services,Operations,1470,HEO,1,,M,14/10/1967,Alpha,,05/09/2034
1637,BR,DDAT Data Product Support,DDat,1831,EO,0.7,,F,16/01/1968,Alpha,,05/12/2034
1638,BR,Registration Services,Operations,1470,SEO+,1,,M,20/10/1967,Alpha,,05/09/2034
1639,CV,Registration Services,Operations,1470,HEO,0.81,,F,30/07/1969,Alpha,,05/06/2036
1640,FY,Registration Services,Operations,1470,EO,1,,F,06/05/1970,Alpha,,05/04/2037
1641,CV,Registration Services,Operations,1470,HEO,1,,F,15/07/1969,Alpha,,05/06/2036
1642,CV,Registration Services,Operations,1470,HEO,1,,M,09/02/1964,Alpha,,05/01/2031
1643,CV,Registration Services,Operations,1470,HEO,0.88,15/03/2022,M,15/03/1965,Alpha,RETIREMENT,05/02/2032
1644,PB,Account Management,Operations,7510,SEO,1,,F,08/02/1966,Alpha,,05/01/2033
1645,PB,Registration Services,Operations,1470,HEO,1,,M,08/08/1968,Alpha,,05/07/2035
1646,TF,Registration Services,Operations,1470,HEO,1,31/03/2020,F,23/02/1960,Alpha,RETIREMENT,05/01/2026
1647,PB,Registration Services,Operations,1470,EO,1,,F,20/07/1970,Alpha,,05/06/2037
1648,PB,Registration Services,Operations,1470,EO,0.76,,F,27/01/1970,Alpha,,05/12/2036
1649,PB,Registration Services,Operations,1470,EO,1,,F,21/08/1965,Alpha,,05/07/2032
1650,PB,Registration Services,Operations,1470,SEO,0.81,,M,14/05/1969,Alpha,,05/04/2036
1651,PB,Registration Services,Operations,1470,EO,1,,F,15/10/1966,Alpha,,05/09/2033
1652,PB,Registration Services,Operations,1470,EO,0.81,31/05/2020,F,31/10/1970,Alpha,RETIREMENT,05/09/2037
1653,PB,Registration Services,Operations,1470,HEO,1,,M,07/02/1971,Alpha,,05/01/2038
1654,LT,Registration Services,Operations,1470,HEO,0.57,,F,28/02/1969,Alpha,,05/01/2036
1655,PB,Registration Services,Operations,1470,HEO,1,,F,25/01/1969,Alpha,,05/12/2035
1656,WA,Registration Services,Operations,1470,EO,0.76,,F,18/08/1970,Alpha,,05/07/2037
1657,WA,Registration Services,Operations,1470,HEO,0.95,,F,15/08/1969,Alpha,,05/07/2036
1658,WA,Registration Services,Operations,1470,HEO,1,,M,02/05/1967,Alpha,,05/03/2034
1659,WA,Customer Support Centre,Operations,1430,EO,1,,M,11/02/1969,Alpha,,05/01/2036
1660,WA,Registration Services,Operations,1470,EO,1,,F,10/11/1967,Alpha,,05/10/2034
1661,WA,Registration Services,Operations,1470,EO,0.81,,F,16/10/1968,Alpha,,05/09/2035
1662,WA,Registration Services,Operations,1470,SEO,1,,M,26/04/1971,Alpha,,05/03/2038
1663,WA,Customer Resolution Team,Operations,1420,HEO,0.92,,F,05/02/1963,Alpha,,05/12/2029
1664,WA,Registration Services,Operations,1470,HEO,1,,M,25/05/1968,Alpha,,05/04/2035
1665,LT,Registration Services,Operations,1470,EO,0.86,,F,05/02/1968,Alpha,,05/12/2034
1666,NM,Registration Services,Operations,1470,HEO,1,,M,02/07/1970,Alpha,,05/05/2037
1667,NM,Customer Resolution Team,Operations,1420,EO,1,,F,16/02/1969,Alpha,,05/01/2036
1668,WY,Registration Services Central Team,Operations,1472,SEO,1,,M,16/03/1968,Alpha,,05/02/2035
1669,NM,Registration Services,Operations,1470,EO,1,,M,23/02/1969,Alpha,,05/01/2036
1670,CR,Financial Reporting and Accounting,FBS,1360,EO,0.78,,F,20/08/1951,Alpha,,06/01/2013
1671,PL,Registration Services,Operations,1470,HEO,1,31/12/2020,F,11/07/1970,Alpha,RESIGNATION,05/06/2037
1672,TF,Registration Services,Operations,1470,EO,0.81,,F,11/04/1964,Alpha,,05/03/2031
1673,PL,DDAT Service Management,DDat,1827,AO,0.49,,F,16/06/1963,Alpha,,05/05/2030
1674,WY,Registration Services,Operations,1470,EO,0.45,31/08/2021,F,31/07/1951,Alpha,RETIREMENT,06/11/2012
1675,WY,Registration Services,Operations,1470,EO,1,,F,18/04/1970,Alpha,,05/03/2037
1676,0,0,0,0,0,0,,F,01/07/1956,Other,,01/07/2016
1677,WY,ADMIN TEAM,Operations,575,AO,0,31/10/2017,M,16/04/1950,Other,RETIREMENT,16/04/2010
1678,WY,ADMIN TEAM,0,575,AO,0,27/01/2017,M,12/12/1957,Other,RETIREMENT,12/12/2017
1679,FY,Registration Services,Operations,1470,SEO,1,,M,24/03/1969,Alpha,,05/02/2036
1680,FY,Registration Services,Operations,1470,EO,1,30/06/2020,F,03/09/1969,Alpha,RESIGNATION,05/07/2036
1681,GL,Registration Services,Operations,1470,EO,1,,F,19/11/1970,Alpha,,05/10/2037
1682,GL,Registration Services,Operations,1470,EO,0.81,,F,26/07/1969,Alpha,,05/06/2036
1683,CR,Financial Planning,FBS,1109,G7,1,,F,18/07/1969,Alpha,,05/06/2036
1684,HL,Registration Services,Operations,1470,EO,0.81,,F,12/12/1967,Alpha,,05/11/2034
1685,HL,Registration Services,Operations,1470,HEO,0.65,,F,06/09/1968,Alpha,,05/08/2035
1686,HL,Registration Services,Operations,1470,EO,1,,M,22/08/1966,Alpha,,05/07/2033
1687,HL,Registration Services,Operations,1470,SEO,1,,M,19/12/1968,Alpha,,05/11/2035
1688,HL,Registration Services,Operations,1470,EO,0.76,,F,18/08/1970,Alpha,,05/07/2037
1689,HL,Registration Services,Operations,1470,EO,1,,M,23/08/1967,Alpha,,05/07/2034
1690,HL,Registration Services,Operations,1470,SEO,1,,M,14/04/1966,Alpha,,05/03/2033
1691,PB,Registration Services,Operations,1470,AO,1,,M,17/02/1965,Alpha,,05/01/2032
1692,0,0,0,0,0,0,,F,11/12/1951,Other,,11/12/2011
1693,PB,Registration Services,Operations,1470,HEO,0.43,31/12/2020,F,06/08/1960,Alpha,RETIREMENT,05/12/2026
1694,PB,Registration Services,Operations,1470,HEO,1,,F,21/09/1964,Alpha,,05/08/2031
1695,PB,Corporate Legal Services,Legal Services,1540,SCS1,1,31/03/2020,M,04/09/1956,Alpha,RESIGNATION,05/07/2022
1696,PB,Registration Services,Operations,1470,HEO,1,,F,30/04/1969,Alpha,,05/03/2036
1697,CR,Registration Services,Operations,1470,HEO,1,,M,10/05/1966,Alpha,,05/04/2033
1698,CR,Registration Services,Operations,1470,EO,0.78,,F,01/09/1960,Alpha,,05/12/2026
1699,CR,CR CT4,Operations,100,EO,0,25/01/2018,M,09/09/1951,Other,RETIREMENT,09/09/2011
1700,CR,Transactional and System Services,FBS,1360,HEO,1,,F,22/11/1955,Alpha,,05/10/2021
1701,CV,DDAT Digital Product,DDat,1830,EO,0.92,,M,24/03/1968,Alpha,,05/02/2035
1702,CV,Directorate Support,Legal Services,1562,EO,1,,F,28/02/1970,Alpha,,05/01/2037
1703,CV,Registration Services,Operations,1470,SEO,1,,M,10/06/1962,Alpha,,05/05/2029
1704,CV,Registration Services,Operations,1470,EO,1,,M,26/04/1964,Alpha,,05/03/2031
1705,WA,Registration Services,Operations,1470,HEO,0.81,,F,19/10/1965,Alpha,,05/09/2032
1706,WA,Registration Services,Operations,1470,SEO,1,,M,01/07/1965,Alpha,,05/05/2032
1707,WA,Registration Services,Operations,1470,EO,0.81,,F,25/06/1969,Alpha,,05/05/2036
1708,WA,Registration Services,Operations,1470,EO,1,,M,13/01/1969,Alpha,,05/12/2035
1709,WA,Registration Services,Operations,1470,HEO,1,,F,06/09/1963,Alpha,,05/08/2030
1710,PL,Registration Services,Operations,1470,HEO,1,,F,28/09/1968,Alpha,,05/08/2035
1711,PL,Registration Services,Operations,1470,HEO,1,,M,02/03/1969,Alpha,,05/01/2036
1712,PL,Registration Services,Operations,1470,SEO,1,,M,15/06/1970,Alpha,,05/05/2037
1713,PL,DDAT Digital Product,DDat,1830,SEO+,1,28/02/2022,F,03/05/1968,Alpha,RESIGNATION,05/03/2035
1714,PL,DDAT Delivery,DDat,1855,SEO,0.92,,F,21/03/1965,Alpha,,05/02/2032
1715,GL,Registration Services,Operations,1470,HEO,0.81,,F,04/04/1968,Alpha,,05/02/2035
1716,GL,Registration Services,Operations,1470,HEO,0.92,,M,13/02/1968,Alpha,,05/01/2035
1717,GL,Registration Services,Operations,1470,HEO,1,01/10/2020,F,06/09/1960,Alpha,RETIREMENT,05/02/2027
1718,GL,Registration Services,Operations,1470,AO,1,,F,09/11/1968,Alpha,,05/10/2035
1719,TF,DDAT Digital Product,DDat,1830,G7,1,,F,25/04/1965,Alpha,,05/03/2032
1720,TF,Registration Services,Operations,1470,EO,1,,M,24/02/1968,Alpha,,05/01/2035
1721,TF,Registration Legal S,0,1527,G7+,0,30/11/2013,M,11/01/1951,Other,RETIREMENT,11/01/2011
1722,TF,Registration Services,Operations,1470,HEO,0.43,,F,13/06/1961,Alpha,,05/05/2028
1723,TF,Registration Services,Operations,1470,HEO,1,,M,27/04/1969,Alpha,,05/03/2036
1724,DM,Registration Services,Operations,1470,EO,0.81,,M,01/10/1968,Alpha,,05/08/2035
1725,DM,Customer Support Centre,Operations,1430,EO,1,,M,07/03/1970,Alpha,,05/02/2037
1726,NM,Central Operations,Operations,1445,SEO,0.43,,F,29/06/1968,Alpha,,05/05/2035
1727,DM,Customer Support Centre,Operations,1430,EO,0.76,,F,01/10/1960,Alpha,,05/02/2027
1728,DM,Registration Services,Operations,1470,EO,1,,M,14/02/1966,Alpha,,05/01/2033
1729,DM,Registration Services,Operations,1470,SEO,1,,M,30/09/1968,Alpha,,05/08/2035
1730,DM,Registration Services,Operations,1470,EO,0.65,,F,09/04/1969,Alpha,,05/03/2036
1731,DM,Registration Services,Operations,1470,HEO,1,,M,13/03/1966,Alpha,,05/02/2033
1732,PL,Registration Services,Operations,1470,HEO,0.59,,F,13/09/1967,Alpha,,05/08/2034
1733,0,0,0,0,0,0,,F,29/07/1970,Alpha,,05/06/2037
1734,PL,Registration Services,Operations,1470,HEO,0.61,,M,20/01/1958,Alpha,,05/12/2023
1735,PL,Registration Services,Operations,1470,AO,0.59,,F,21/06/1969,Alpha,,05/05/2036
1736,PL,Registration Services,Operations,1470,SEO,1,,M,27/09/1969,Alpha,,05/08/2036
1737,PL,Registration Services,Operations,1470,SEO,1,,M,26/10/1968,Alpha,,05/09/2035
1738,NM,Registration Services,Operations,1470,EO,1,,M,16/03/1969,Alpha,,05/02/2036
1739,NM,Registration Services,Operations,1470,EO,0.45,,F,13/12/1967,Alpha,,05/11/2034
1740,NM,Registration Services,Operations,1470,EO,0.61,,F,06/10/1961,Alpha,,05/09/2028
1741,NM,Registration Services,Operations,1470,SEO,1,,F,27/10/1970,Alpha,,05/09/2037
1742,NM,HR Operations,Human Resources,1233,EO,0.95,,F,24/09/1970,Alpha,,05/08/2037
1743,NM,Registration Services,Operations,1470,EO,0.81,,F,13/07/1969,Alpha,,05/06/2036
1744,WY,Customer Resolution Team,Operations,1420,HEO,0.74,,M,09/06/1969,Alpha,,05/05/2036
1745,WY,Weymouth Office,0,575,HEO,0,13/07/2015,M,12/07/1955,Other,RETIREMENT,12/07/2015
1746,WY,WY CT5,Operations,575,EO,0,30/09/2017,F,18/04/1964,Other,RETIREMENT,18/04/2024
1747,PL,DDAT Data Management & Analysis,DDat,1840,SEO+,1,,M,06/10/1968,Alpha,,05/09/2035
1748,WY,Directorate Support,Legal Services,1562,EO,0.81,,F,27/07/1970,Alpha,,05/06/2037
1749,WY,Registration Services,Operations,1470,HEO,1,,F,29/06/1968,Alpha,,05/05/2035
1750,WY,Registration Services,Operations,1470,EO,1,,F,12/01/1962,Alpha,,05/12/2028
1751,WA,Registration Services,Operations,1470,EO,0.54,,F,14/10/1966,Alpha,,05/09/2033
1752,WA,Registration Services,Operations,1470,EO,1,,M,12/01/1966,Alpha,,05/12/2032
1753,WA,Registration Services,Operations,1470,HEO,0.57,,M,05/06/1963,Alpha,,05/04/2030
1754,WA,Registration Services,Operations,1470,SEO,1,,M,25/09/1964,Alpha,,05/08/2031
1755,WA,Registration Services,Operations,1470,EO,0.66,,M,22/12/1963,Alpha,,05/11/2030
1756,WA,Registration Services,Operations,1470,HEO,0.61,,M,24/02/1963,Alpha,,05/01/2030
1757,WA,Registration Services,Operations,1470,EO,1,,M,01/04/1960,Alpha,,05/02/2026
1758,0,0,0,0,0,0,,F,23/01/1964,Other,,23/01/2024
1759,GL,Register Protection,Legal Services,1555,EO,0.92,,F,15/07/1972,Alpha,,05/06/2039
1760,GL,Registration Services,Operations,1470,EO,1,,M,25/09/1970,Alpha,,05/08/2037
1761,WA,Registration Services,Operations,1470,EO,1,,F,26/05/1967,Alpha,,05/04/2034
1762,DM,Registration Services,Operations,1470,HEO,1,,F,09/07/1967,Alpha,,05/06/2034
1763,DM,Registration Services,Operations,1470,HEO,1,,F,09/04/1970,Alpha,,05/03/2037
1764,DM,Registration Services,Operations,1470,HEO,0.61,31/01/2022,F,05/02/1956,Alpha,RETIREMENT,05/12/2021
1765,DM,Registration Services,Operations,1470,EO,1,,M,30/11/1961,Alpha,,05/10/2028
1766,PL,Land Charges,Operations,725,AO,0.43,,F,22/07/1957,Alpha,,05/06/2023
1767,PL,Programme and Project Management,Transformation,1570,SEO,0.81,,F,12/08/1969,Alpha,,05/07/2036
1768,PL,IS Service Delivery,0,1860,HEO,0,30/09/2013,F,23/01/1956,Other,RETIREMENT,23/01/2016
1769,CV,Registration Services,Operations,1470,EO,1,,F,07/11/1957,Alpha,,05/10/2023
1770,CV,Registration Services,Operations,1470,EO,0.65,,F,29/11/1964,Alpha,,05/10/2031
1771,CV,Registration Services,Operations,1470,HEO,1,,F,20/03/1968,Alpha,,05/02/2035
1772,CV,Registration Services,Operations,1470,EO,1,,F,28/12/1967,Alpha,,05/11/2034
1773,FY,Registration Services,Operations,1470,HEO,1,,M,22/01/1964,Alpha,,05/12/2030
1774,0,0,0,0,0,0,,F,23/07/1968,Other,,23/07/2028
1775,NM,Registration Services,Operations,1470,EO,0.81,,F,14/03/1970,Alpha,,05/02/2037
1776,BR,Registration Services,Operations,1470,SEO,0.81,,F,17/10/1968,Alpha,,05/09/2035
1777,BR,Registration Services,Operations,1470,EO,0.76,26/08/2021,F,03/05/1959,Alpha,DEATH,05/03/2025
1778,BR,Registration Services,Operations,1470,EO,1,,M,10/09/1968,Alpha,,05/08/2035
1779,0,0,0,0,0,0,,F,20/03/1966,Other,,20/03/2026
1780,TF,Registration Services,Operations,1470,HEO,1,,F,03/06/1969,Alpha,,05/04/2036
1781,TF,DDAT Digital Product,DDat,1830,HEO,1,,M,01/03/1969,Alpha,,05/01/2036
1782,TF,Registration Services,Operations,1470,EO,0.7,02/07/2020,M,30/06/1969,Alpha,TERMINATION,05/05/2036
1783,TF,Telford Office,0,500,HEO,0,03/10/2014,M,09/05/1961,Other,RETIREMENT,09/05/2021
1784,TF,Registration Services,Operations,1470,EO,0.89,,F,28/10/1965,Alpha,,05/09/2032
1785,TF,Registration Services,Operations,1470,EO,0.76,31/03/2022,F,28/01/1960,Alpha,RESIGNATION,05/12/2025
1786,TF,Registration Services,Operations,1470,EO,1,,M,21/06/1967,Alpha,,05/05/2034
1787,TF,Registration Services,Operations,1470,EO,1,,F,08/05/1971,Alpha,,05/04/2038
1788,CR,Customer Insight and Experience,Operations,7510,HEO,1,,F,18/12/1967,Alpha,,05/11/2034
1789,WY,Registration Services,Operations,1470,AO,1,,M,19/07/1956,Alpha,,05/06/2022
1790,HL,Registration Services,Operations,1470,SEO,1,,F,07/03/1968,Alpha,,05/02/2035
1791,HL,Registration Services,Operations,1470,HEO,0.76,,F,31/05/1969,Alpha,,05/04/2036
1792,HL,Local Lawyer Group,0,1560,G7+,0,06/11/2015,F,06/11/1955,Other,RETIREMENT,06/11/2015
1793,HL,Registration Services,Operations,1470,SEO+,0.95,,F,23/03/1965,Alpha,,05/02/2032
1794,HL,Registration Services,Operations,1470,SEO+,0.7,,M,02/05/1962,Alpha,,05/03/2029
1795,PL,DDAT Software Development,DDat,1865,HEO,1,,M,08/03/1962,Alpha,,05/02/2029
1796,CR,Registration Services,Operations,1470,EO,1,,M,31/12/1955,Alpha,,05/11/2021
1797,CR,Registration Services,Operations,1470,SEO,1,,M,03/10/1962,Alpha,,05/08/2029
1798,CR,Registration Services,Operations,1470,HEO,1,,M,25/08/1968,Alpha,,05/07/2035
1799,PB,Registration Services,Operations,1470,EO,1,,F,10/12/1965,Alpha,,05/11/2032
1800,PB,Registration Services,Operations,1470,EO,0.81,,F,01/07/1955,Alpha,,05/05/2021
1801,PB,PB CT5,Operations,375,EO,0,31/10/2017,F,27/10/1957,Other,RETIREMENT,27/10/2017
